Chrom	StartPos	EndPos	#Observed	#Effective
1	736311	741035	100	19.345208611586855
1	741080	744591	100	14.02920462047743
1	744634	746775	100	12.83657005382289
1	746776	751151	100	15.044885405066132
1	751187	753706	100	22.790097385902147
1	753730	765737	100	30.059800007605375
1	765740	772793	100	29.102350787037665
1	772800	782557	100	30.6056585788115
1	782563	794084	100	31.064467669759892
1	794113	802092	100	19.0668335549116
1	802135	814297	100	27.658817739942815
1	814298	839853	100	26.7422060258636
1	839864	843154	100	24.244457885370366
1	843207	846343	100	14.916115908931573
1	846369	850672	100	18.89207697069175
1	850688	853615	100	19.298025613375472
1	853734	855940	100	16.995406099874486
1	856017	859897	100	23.399623773415296
1	859917	865137	100	22.010000444546527
1	865151	869785	100	25.80353194333059
1	869886	874212	100	24.741602995740067
1	874216	904651	100	27.61782034145014
1	904682	910874	100	38.3564401082754
1	910877	915146	100	29.693292697980574
1	915197	919917	100	25.34910666033458
1	919918	928595	100	24.694513814142407
1	928628	934871	100	17.777898312796413
1	934908	938139	100	22.804209585514194
1	938155	948057	100	38.710137449208844
1	948091	954352	100	54.205804427013014
1	954371	958130	100	25.742258769620555
1	958140	961504	100	20.81429307393944
1	961505	968154	100	30.289623206980806
1	968214	976240	100	21.097149605053744
1	976672	988849	100	34.08272098600278
1	988876	998788	100	42.68782583692093
1	998810	1002782	100	16.738137149406143
1	1002936	1009138	100	12.05553806505332
1	1009156	1018532	100	20.557294803937438
1	1018597	1031949	100	22.4225449267293
1	1031971	1034344	100	24.621982907280668
1	1034345	1040322	100	22.44799487362912
1	1040522	1045008	100	19.614772676403003
1	1045081	1059753	100	20.102622925076925
1	1059790	1065830	100	24.29714010492407
1	1065894	1071506	100	11.892261549247863
1	1071809	1077563	100	16.03825476811035
1	1077657	1092203	100	21.88108512580269
1	1092272	1097786	100	14.637666474558799
1	1097792	1107934	100	17.611338718287257
1	1107976	1114610	100	19.454842726298118
1	1114612	1117350	100	14.440396025035142
1	1117367	1120734	100	14.099094861603085
1	1120746	1127520	100	15.865002361612888
1	1127551	1132304	100	17.582840638467193
1	1132340	1135356	100	11.902765483334257
1	1135386	1140708	100	13.251166606109411
1	1140739	1150652	100	12.840262311950127
1	1151184	1164474	100	14.142322194882517
1	1164478	1176984	100	8.768839442635361
1	1177063	1195062	100	10.805694795508408
1	1195082	1207239	100	13.897121164737094
1	1207247	1221131	100	15.153271964226462
1	1221222	1239986	100	8.81448710625417
1	1240025	1245092	100	9.362392145260465
1	1245116	1250914	100	15.869382312498047
1	1250945	1256708	100	8.102148329363942
1	1256711	1268127	100	10.746094218679566
1	1268360	1279798	100	7.6973166310231065
1	1279808	1287235	100	12.037437928548542
1	1287365	1291923	100	9.041214578310989
1	1292038	1296259	100	7.897793547151952
1	1296265	1301674	100	16.160543863954423
1	1301676	1315005	100	10.549793447975155
1	1315066	1324975	100	11.86565014534876
1	1325024	1327889	100	11.20853360390323
1	1327969	1337488	100	10.021922777101633
1	1337524	1342190	100	10.235543527774304
1	1342193	1345837	100	11.164068570995582
1	1345940	1350834	100	16.232584501052905
1	1350836	1354158	100	11.656017444659597
1	1354161	1356734	100	9.746632599331956
1	1356737	1359027	100	8.439249171864077
1	1359062	1363211	100	8.673208665332623
1	1363212	1366042	100	11.115402081542676
1	1366083	1372338	100	19.411286913517944
1	1372492	1376369	100	20.095363829722032
1	1376378	1386972	100	26.79132711269723
1	1387068	1398780	100	33.14453265499248
1	1398783	1413188	100	12.112976910386756
1	1413406	1427643	100	14.913248960052389
1	1427664	1437376	100	14.739530679180234
1	1437505	1449227	100	11.65645257314884
1	1449310	1488911	100	29.1057502451706
1	1489024	1495487	100	18.4778358839823
1	1495493	1498143	100	14.908747010589394
1	1498175	1502420	100	15.001470197147249
1	1502459	1505299	100	9.082038364964028
1	1505301	1514441	100	15.000982451224502
1	1514467	1521201	100	22.053960627633277
1	1521220	1532676	100	15.158897306943022
1	1532683	1545208	100	19.161775182203336
1	1545215	1553629	100	19.768410949181764
1	1553656	1564661	100	22.44960053152642
1	1564682	1577746	100	14.452898335282029
1	1577876	1606194	100	23.372804531658616
1	1606201	1621865	100	16.692529226023613
1	1622051	1630209	100	17.697176901185017
1	1630211	1638627	100	26.684503239989496
1	1638631	1650142	100	15.86018217842787
1	1650177	1654077	100	11.50772433310387
1	1654101	1659594	100	12.761590727988475
1	1659624	1666514	100	14.163616198214278
1	1666547	1672666	100	13.161480347480715
1	1672697	1678967	100	13.996129162992347
1	1678992	1686007	100	16.15500775950892
1	1686045	1690071	100	15.729010799494258
1	1690498	1695633	100	18.107051625170108
1	1695635	1703717	100	17.300693744548518
1	1703744	1709293	100	20.452256424219918
1	1709295	1714119	100	13.576673146738457
1	1714133	1719427	100	17.626442266990807
1	1719452	1724595	100	14.895854342087759
1	1724801	1728904	100	16.440475167793295
1	1728908	1733683	100	16.00583781099901
1	1733690	1743929	100	13.54012944033586
1	1743939	1760615	100	18.856092706283157
1	1760637	1769814	100	17.6796902123725
1	1769829	1783191	100	17.275043637822286
1	1783196	1790736	100	15.045738925918975
1	1790757	1811527	100	14.52119991837585
1	1811832	1821511	100	24.23438111015194
1	1821518	1827441	100	44.853540969276814
1	1827742	1839223	100	23.853661623237073
1	1839288	1843449	100	17.123580868920698
1	1843850	1860620	100	15.987045692429252
1	1860659	1870898	100	18.160500952595765
1	1870951	1877761	100	14.964939232787554
1	1877901	1882937	100	22.38692768870787
1	1882957	1888608	100	16.076881515462944
1	1888630	1900092	100	14.347763333027345
1	1900117	1924916	100	21.983892230598755
1	1924923	1929887	100	15.387934679148465
1	1929935	1935566	100	16.634373862465882
1	1935629	1941293	100	18.727330357575347
1	1941365	1945563	100	19.796299154733738
1	1945646	1951759	100	18.195022111164626
1	1952000	1957189	100	14.255043005019992
1	1957206	1961788	100	17.579288555920854
1	1961792	1964512	100	17.985096233978833
1	1964533	1966536	100	20.536276514370208
1	1966599	1971311	100	18.54204167853517
1	1971315	1975400	100	14.923506068057613
1	1975404	1979122	100	12.9595202923485
1	1979125	1985087	100	14.440910264399044
1	1985091	1990079	100	19.290794380652578
1	1990110	1993293	100	24.994000393411
1	1993328	1996952	100	15.546404739074084
1	1996991	2008182	100	23.61768924708155
1	2008324	2016939	100	34.59802424968447
1	2016988	2020929	100	22.964253141225427
1	2020978	2023729	100	16.94419583051591
1	2023735	2036131	100	43.27916256717603
1	2036176	2041358	100	15.95592802307948
1	2041443	2051387	100	18.999558903870792
1	2051390	2058428	100	18.659915208447003
1	2058439	2067915	100	17.936580271879485
1	2067921	2077717	100	18.99598239864936
1	2077808	2088705	100	21.866021471589065
1	2088772	2097459	100	18.738733525798022
1	2097506	2103530	100	20.884375753060205
1	2103534	2108891	100	20.30584008653811
1	2108926	2111941	100	19.063622904663376
1	2112056	2116398	100	23.069360112159586
1	2116402	2118823	100	19.791362098087543
1	2118966	2123281	100	17.124311426897386
1	2123314	2127835	100	25.341581027918885
1	2127851	2132906	100	18.86884547485632
1	2133043	2136850	100	11.788372228595875
1	2136891	2139926	100	13.313610987841777
1	2140024	2144112	100	19.452950086175015
1	2144124	2146174	100	17.8573679540305
1	2146206	2150325	100	14.453523162934601
1	2150350	2154929	100	14.188371729851436
1	2154999	2161326	100	15.812196069873508
1	2161334	2165489	100	18.448170281093724
1	2165504	2168886	100	22.86170430106542
1	2168911	2172553	100	26.150222530056215
1	2172558	2175979	100	23.351485262927472
1	2175990	2178763	100	20.415483147042202
1	2178778	2204318	100	14.853738963536713
1	2204362	2209509	100	17.1493893204168
1	2209510	2222591	100	17.991417954054295
1	2222615	2228941	100	21.610919717189013
1	2229213	2236829	100	31.287939682298074
1	2236852	2239437	100	14.808737058038119
1	2239472	2241786	100	14.518445806505405
1	2241800	2244237	100	13.546859062436234
1	2244260	2249301	100	14.19824776073854
1	2249313	2257785	100	25.517636306447994
1	2257797	2261676	100	16.750357173164574
1	2261703	2272089	100	12.227999195265205
1	2272166	2285124	100	13.419425547787732
1	2285138	2290912	100	15.281291532810425
1	2290932	2314828	100	22.569388052009185
1	2314838	2325615	100	20.16823768058628
1	2325743	2331865	100	12.989544363674248
1	2331871	2343263	100	19.24266706699513
1	2343320	2348593	100	20.635550770953145
1	2348629	2355419	100	23.819138035486425
1	2355455	2360411	100	20.818982661939934
1	2360419	2368890	100	21.209421163414703
1	2369032	2378828	100	27.403472399609697
1	2378866	2383649	100	22.92585481308599
1	2383687	2386986	100	19.909856658607165
1	2387005	2394455	100	14.883866788818338
1	2394505	2398285	100	17.16366460252948
1	2398288	2402040	100	14.057912574348258
1	2402063	2404583	100	16.4254779561249
1	2404600	2408204	100	17.979496644715212
1	2408460	2415247	100	31.593941493452824
1	2415276	2418872	100	16.764090153533573
1	2418895	2423383	100	24.37011487111566
1	2423388	2428968	100	25.388246135678433
1	2428974	2432961	100	23.84438787566671
1	2433028	2439262	100	24.2383419136479
1	2439294	2452848	100	42.10914746498399
1	2452861	2458525	100	22.468281470592963
1	2458535	2465409	100	19.582553694303193
1	2465442	2471699	100	25.16401900962837
1	2471774	2477112	100	25.146304284816793
1	2477196	2480477	100	21.229001595365858
1	2480482	2485759	100	12.697622988235523
1	2485859	2495278	100	21.805244654395178
1	2495299	2502630	100	27.445427127644308
1	2502784	2523072	100	32.87443680110451
1	2523151	2533785	100	34.86887365316929
1	2533890	2543571	100	38.52170296666898
1	2543578	2551217	100	22.42032693217812
1	2551230	2557918	100	22.71411037965667
1	2558169	2564994	100	18.101421680179158
1	2565012	2569654	100	14.544878714561392
1	2569668	2572358	100	15.642532594757043
1	2572426	2574447	100	18.106615260382235
1	2574536	2577534	100	15.499735451694008
1	2577543	2581775	100	21.889113965833573
1	2581809	2584420	100	26.108855563674013
1	2584423	2590527	100	17.312530557519132
1	2590622	2593650	100	14.57198329386717
1	2593663	2595852	100	16.486912644281418
1	2595855	2597919	100	16.81393536140066
1	2597928	2610906	100	19.402131102153504
1	2611009	2619079	100	24.025068720865455
1	2619100	2623855	100	19.857060304794498
1	2623860	2627972	100	19.48384006374153
1	2627983	2632387	100	19.684192007491735
1	2632447	2642992	100	21.517344014801402
1	2643098	2647464	100	20.52899661657952
1	2647565	2650339	100	18.358175876528247
1	2650341	2655121	100	20.240863636299242
1	2655137	2658243	100	17.619497688706964
1	2658269	2661844	100	20.621142908104225
1	2661893	2665952	100	26.885755568020038
1	2665983	2673449	100	25.83833919318898
1	2673465	2679674	100	17.82381625765834
1	2679676	2682531	100	12.233691690546578
1	2682597	2687106	100	17.7197351524295
1	2687111	2690847	100	18.925676045569368
1	2691117	2696233	100	24.11525037533578
1	2696235	2702674	100	24.141275460539713
1	2702694	2706137	100	14.594880176559226
1	2706181	2710721	100	11.77467690341205
1	2710736	2713293	100	19.615165584341124
1	2713315	2716965	100	8.042294355955022
1	2717020	2721055	100	17.31527413379922
1	2721098	2724802	100	18.981809757409522
1	2724834	2728903	100	22.451858901986675
1	2728928	2741018	100	26.003093138583036
1	2741171	2746162	100	14.607191076255091
1	2746262	2750141	100	19.266159107767187
1	2750166	2752413	100	20.181215233309757
1	2753868	2758652	100	33.244556374492696
1	2758654	2764105	100	19.674448442790336
1	2764108	2770723	100	17.356673304353933
1	2770758	2777293	100	12.591552852313022
1	2777298	2780676	100	13.2918341538441
1	2780697	2784325	100	16.988164258223097
1	2784336	2788384	100	15.98791176175606
1	2788397	2794211	100	18.811095568064935
1	2794233	2799250	100	18.217003783105273
1	2799496	2805067	100	12.271724056496257
1	2805161	2808827	100	16.122986659306793
1	2808843	2811155	100	15.386560479310262
1	2811157	2813961	100	11.720312979987959
1	2814015	2817945	100	15.309743630983569
1	2817961	2821696	100	15.16072111524408
1	2821703	2832281	100	20.499950280484345
1	2832350	2836265	100	8.186069180327404
1	2836274	2839663	100	17.28930697026584
1	2839674	2842259	100	10.900869920008738
1	2842292	2846923	100	16.719920025544077
1	2846929	2855983	100	21.43669853520935
1	2856061	2860984	100	18.598082804754725
1	2861047	2868772	100	12.940695160177853
1	2868852	2873594	100	12.590798826097043
1	2873612	2877027	100	9.277111486677459
1	2877028	2880989	100	8.133889074660232
1	2881017	2887639	100	17.24232585313427
1	2887792	2899737	100	17.86130195015504
1	2899760	2905619	100	21.373052696125733
1	2905625	2925603	100	15.456399151673963
1	2925610	2933677	100	15.530312674208695
1	2933695	2952268	100	26.421480635949496
1	2952275	2958716	100	17.91276980698852
1	2958736	2968350	100	20.742689348482298
1	2968411	2980772	100	12.97383691272079
1	2980777	2999464	100	16.186088476827734
1	2999488	3006028	100	12.142453666879423
1	3006332	3026681	100	16.25221294417595
1	3026807	3035092	100	17.245018647122805
1	3035192	3052910	100	12.87081477693668
1	3052978	3057259	100	9.085742705686066
1	3057263	3065952	100	13.744641426729274
1	3065963	3082090	100	10.932629713122221
1	3082232	3086884	100	11.440207056897812
1	3087504	3092693	100	13.366556757782398
1	3092700	3094971	100	12.11741537103272
1	3095011	3105228	100	13.153465890084782
1	3105237	3118405	100	17.231713287169605
1	3118465	3131086	100	20.043469862102015
1	3131254	3134967	100	14.776113824925403
1	3134999	3142926	100	20.985591632755437
1	3142948	3153081	100	24.59768349225751
1	3153499	3161646	100	50.43161780399994
1	3161700	3167627	100	42.10450864389488
1	3167660	3179143	100	36.28815934434772
1	3179157	3181768	100	10.771593978766134
1	3181927	3187062	100	19.092231247912792
1	3187067	3192134	100	22.009426634953137
1	3192157	3198158	100	22.430899014740298
1	3198173	3201412	100	16.3424250672381
1	3201416	3203384	100	14.434219508712843
1	3203390	3219967	100	40.483506683938344
1	3219990	3223524	100	13.207025061178424
1	3223554	3227992	100	15.835858898462863
1	3228006	3235706	100	25.982439832837017
1	3235716	3240622	100	18.088801839926543
1	3240630	3243649	100	17.276836590817084
1	3243676	3251269	100	22.853938095324835
1	3251281	3256041	100	22.975261937815315
1	3256043	3257609	100	14.177617937155432
1	3257616	3269764	100	17.626351131485073
1	3269811	3282159	100	30.852766348653805
1	3282181	3284121	100	12.52570072556098
1	3284150	3286046	100	10.185909568165254
1	3286071	3288224	100	12.299806519707822
1	3288229	3291186	100	26.09150860968961
1	3291199	3294272	100	19.910675198651163
1	3294281	3297890	100	22.405350442011382
1	3297918	3301487	100	20.843870524525528
1	3301542	3304494	100	17.100277906737787
1	3304504	3308108	100	11.584189450209223
1	3308125	3313960	100	11.037877638427943
1	3314020	3317013	100	13.223144348802059
1	3317028	3319943	100	13.135528525685945
1	3319946	3324725	100	11.048029927760354
1	3324771	3330617	100	8.523395092334063
1	3330625	3340260	100	11.419340776662878
1	3340401	3346425	100	9.441807893322874
1	3346597	3354271	100	7.368170995690935
1	3354478	3373220	100	23.22759031060386
1	3373352	3390302	100	19.84314934910367
1	3390368	3399975	100	15.374901465556142
1	3400015	3408482	100	13.035592851867818
1	3408506	3417105	100	17.394383589478416
1	3417108	3434939	100	20.177526593865913
1	3435009	3438018	100	22.67649095394954
1	3438065	3440768	100	17.80649271302381
1	3440772	3446550	100	18.28393155851063
1	3446634	3457050	100	20.455648989298602
1	3457212	3471367	100	16.681467414388898
1	3471413	3483776	100	21.15065805776786
1	3483786	3487004	100	18.18361671534494
1	3487018	3491945	100	15.22417141695159
1	3492294	3497472	100	12.999222287745194
1	3497479	3508726	100	17.399496022967533
1	3508749	3521271	100	17.59503236528697
1	3521297	3525850	100	16.08878540398976
1	3525864	3534124	100	17.59647798296154
1	3534258	3540826	100	20.390415514611746
1	3540835	3546309	100	17.797053803837294
1	3546317	3560431	100	12.319523304473528
1	3561373	3576771	100	15.557817842525417
1	3576772	3582100	100	20.288719924660246
1	3582125	3586860	100	12.680414748073758
1	3586872	3590014	100	17.588423493135778
1	3590020	3598850	100	16.999823690414836
1	3598892	3603345	100	16.518577683497156
1	3603352	3605737	100	15.233725105042502
1	3605739	3611050	100	13.587365037081533
1	3611107	3622764	100	14.713868908975222
1	3622776	3632630	100	20.2162794543489
1	3632670	3643709	100	16.908112324970016
1	3643801	3655984	100	14.71257876970163
1	3656007	3662180	100	14.546444707465294
1	3662272	3673010	100	15.142945123875402
1	3673016	3680195	100	14.846495424235819
1	3680213	3688521	100	15.502587637959277
1	3688566	3694146	100	18.045703637993988
1	3694329	3708048	100	13.821399606766605
1	3708308	3722635	100	20.868217428575385
1	3722782	3733921	100	16.059836473043607
1	3733923	3746832	100	13.830967971710834
1	3746835	3766887	100	29.11255102661374
1	3766966	3777643	100	24.304333618522588
1	3777645	3784748	100	17.9672865608066
1	3784778	3793623	100	21.232684867452765
1	3793839	3798653	100	16.277432781125086
1	3798663	3803389	100	16.80798781269975
1	3803406	3810808	100	8.882149328670096
1	3810904	3815113	100	14.036440164751042
1	3815185	3818489	100	10.374804035333355
1	3818494	3822550	100	9.888080340975726
1	3822563	3824958	100	11.109586600860915
1	3824959	3828926	100	8.219523779653173
1	3828938	3832562	100	13.2553864979362
1	3832610	3836042	100	11.465669605980942
1	3836117	3841409	100	12.431990381121985
1	3841442	3843922	100	6.379926135718058
1	3843934	3846830	100	11.050362618760907
1	3846887	3850677	100	9.374690265728063
1	3850679	3856994	100	16.302247750240443
1	3857000	3875977	100	14.516972619654098
1	3875992	3880983	100	7.053098836810257
1	3880985	3885592	100	8.425026534684264
1	3885631	3893159	100	14.91762923010971
1	3893172	3908165	100	16.197412235999025
1	3908205	3912674	100	8.343303373851946
1	3912889	3917796	100	14.60718984326671
1	3917815	3929915	100	20.042094102322977
1	3930145	3941922	100	19.089673367337703
1	3941931	3951092	100	26.754630928405227
1	3951589	3961175	100	12.988336241659272
1	3961202	3968540	100	18.005839066453085
1	3968622	3972268	100	15.705343928731384
1	3972309	3984907	100	13.913733750546822
1	3984938	3995414	100	9.446335792152556
1	3995455	4006157	100	19.435310774892592
1	4006159	4012950	100	16.9681308926793
1	4012954	4019624	100	14.772599611262045
1	4019946	4025516	100	13.998997649904673
1	4025544	4043226	100	14.643367998971765
1	4043257	4047912	100	15.085781592232141
1	4047936	4062413	100	19.777827960611802
1	4062698	4077172	100	14.96623344751584
1	4077180	4086277	100	13.11318523595812
1	4086323	4097033	100	13.294797808704189
1	4097067	4107679	100	13.17017086980254
1	4107952	4118323	100	10.291479083924198
1	4118594	4132988	100	14.975615246064557
1	4133080	4149639	100	11.335769828471971
1	4149646	4156699	100	10.302131882440204
1	4156927	4165597	100	18.225731398277333
1	4165603	4174916	100	21.360395921612508
1	4174917	4184485	100	15.220121104857462
1	4184488	4193831	100	19.006357868710772
1	4193838	4202493	100	20.41047335071498
1	4202630	4213086	100	14.185026738416362
1	4213088	4220479	100	15.738242270668877
1	4220703	4228129	100	18.206149115432638
1	4228171	4240954	100	13.38224445553417
1	4241058	4252237	100	12.746006228548183
1	4252240	4265035	100	14.19375585864752
1	4265333	4278758	100	13.069853217831216
1	4278824	4278824	1	1.0
1	4278829	4288304	100	14.136265504429367
1	4288346	4293363	100	12.100787066769556
1	4293511	4301252	100	18.045553070939498
1	4301283	4304929	100	12.777970491379804
1	4304977	4315668	100	16.302759705521446
1	4315699	4331444	100	11.156214058294374
1	4331542	4342563	100	14.729220864751497
1	4342592	4348532	100	18.59995380128118
1	4348542	4370786	100	19.123012493437372
1	4370787	4386369	100	16.01825028974548
1	4386570	4402728	100	15.844038839681048
1	4402736	4410586	100	18.2168224040418
1	4410593	4418006	100	17.06792107126372
1	4418121	4426521	100	16.66456454958783
1	4426526	4434380	100	17.594619019408967
1	4434435	4441992	100	18.954345164016814
1	4442026	4449767	100	16.329839560126032
1	4449788	4482241	100	56.377928350280506
1	4482245	4486422	100	12.904930140942362
1	4486475	4490142	100	9.670164250223728
1	4490144	4493975	100	7.616616035633719
1	4493997	4499150	100	7.924080196539762
1	4499619	4508733	100	16.182451628283346
1	4508749	4517579	100	15.449645617364752
1	4517640	4524725	100	21.976508496489497
1	4524830	4532539	100	16.421753129118827
1	4532541	4541046	100	14.681764889722906
1	4541049	4563750	100	19.5472257189232
1	4563795	4572090	100	21.00712216950614
1	4572224	4578259	100	20.604406604948252
1	4578390	4585159	100	20.839675248394286
1	4585212	4589501	100	16.721702980026564
1	4589537	4596068	100	18.93530790367854
1	4596093	4615324	100	22.086914596638064
1	4615863	4624035	100	16.95321522111702
1	4624124	4633429	100	15.065618259272902
1	4633430	4646200	100	24.194701732826537
1	4646221	4653585	100	22.71549885189712
1	4653597	4660185	100	21.859510832730898
1	4660199	4672170	100	20.467392918631397
1	4672196	4686685	100	18.325702657707975
1	4686714	4695746	100	13.096779994136831
1	4695829	4704407	100	14.918696294441595
1	4704498	4718499	100	14.217845253311339
1	4718532	4728162	100	21.78139965655302
1	4728174	4744896	100	17.080863067599452
1	4745188	4749550	100	25.770997431096752
1	4749557	4756396	100	21.253145976148467
1	4756410	4782585	100	17.047508058651164
1	4782607	4801531	100	26.139675473729636
1	4801551	4805618	100	18.762598966409506
1	4805851	4810376	100	18.72201333104998
1	4810428	4813710	100	13.494804356365592
1	4813795	4823948	100	13.534327009309486
1	4823956	4830788	100	14.641542221503105
1	4830799	4833326	100	19.12936200673053
1	4833335	4848858	100	16.46348796008438
1	4848972	4871842	100	20.02649923482261
1	4871864	4884845	100	14.159142531551566
1	4885041	4900836	100	12.250302678827719
1	4900845	4913578	100	17.55123315719317
1	4913871	4923346	100	19.754658750041507
1	4923368	4928416	100	14.331948055253239
1	4928662	4944380	100	30.685788187563723
1	4944434	4951195	100	13.761952358523772
1	4951282	4956881	100	14.388775380874108
1	4956884	4960779	100	10.81975502938495
1	4960862	4971013	100	17.22612413540382
1	4971094	4980883	100	15.706626940182637
1	4980947	4992603	100	10.669117635123072
1	4992791	4999355	100	14.92963073863207
1	4999377	5010041	100	15.214910200693247
1	5010043	5018143	100	13.020243267914584
1	5018343	5031187	100	11.562514470365088
1	5031229	5044550	100	18.335084712331287
1	5044635	5052585	100	21.41805988614989
1	5052810	5067061	100	17.590230436111923
1	5067083	5073320	100	17.86800452166408
1	5073324	5079596	100	18.046640477919514
1	5079664	5084146	100	17.386976421725272
1	5084160	5089797	100	11.858685677408438
1	5089835	5097008	100	17.717422871002384
1	5097020	5105992	100	11.54298162346798
1	5106037	5120510	100	12.299004213529066
1	5120565	5126355	100	15.798316384004238
1	5126361	5134042	100	18.329284356810888
1	5134091	5137865	100	12.560429487047614
1	5137888	5142008	100	13.022683934636454
1	5142104	5147109	100	9.464839897350238
1	5147188	5153855	100	15.77488955196008
1	5153860	5161196	100	13.923393206232156
1	5161220	5166599	100	13.932231953339777
1	5166608	5170068	100	15.917533983266196
1	5170071	5174789	100	10.406464166239864
1	5174845	5186992	100	33.86698722809029
1	5187021	5192661	100	11.795955889940672
1	5192668	5199099	100	12.477841542052328
1	5199106	5208671	100	14.946359273223429
1	5208957	5222450	100	13.077778863426254
1	5222479	5230004	100	9.414773999116655
1	5230070	5237328	100	13.856630671929295
1	5237348	5251850	100	11.02355226505572
1	5251912	5258220	100	16.196254272116988
1	5258378	5268977	100	13.341289027637004
1	5269103	5277763	100	20.777703480658335
1	5277781	5286949	100	17.382253908478177
1	5287177	5302121	100	12.251827336039543
1	5302144	5304924	100	13.533789171202791
1	5304925	5324910	100	17.395179701419444
1	5324950	5327549	100	14.380934167742303
1	5327605	5339906	100	16.139419181032224
1	5339959	5345738	100	14.410434078956598
1	5345748	5360597	100	19.451058551426094
1	5360612	5367761	100	15.273535679675081
1	5367932	5373465	100	14.562074471016977
1	5373573	5379952	100	12.49188617824651
1	5380031	5385060	100	17.925043015883674
1	5385088	5394296	100	15.68593375807363
1	5394313	5399234	100	18.389082677164854
1	5399244	5404486	100	17.755627521927234
1	5404561	5418877	100	14.42985406428718
1	5418896	5430746	100	19.86899369176055
1	5430750	5444550	100	14.69057529158141
1	5444785	5450767	100	18.522993062352967
1	5450790	5458489	100	23.510277313776175
1	5458515	5470404	100	39.158352300775775
1	5470413	5478320	100	22.194374142075215
1	5478353	5483402	100	14.861124154300093
1	5483411	5489724	100	15.973643270467711
1	5489816	5502097	100	14.699709247989894
1	5502101	5516027	100	19.28194617728417
1	5516042	5522741	100	14.307716710336507
1	5522742	5529385	100	15.577509133598333
1	5529631	5537517	100	21.619996522269613
1	5537565	5545354	100	12.644966794790164
1	5545485	5551615	100	15.591580417348439
1	5551715	5558047	100	17.33600035942802
1	5558307	5574648	100	20.567524524485897
1	5574742	5582195	100	12.73205277823405
1	5582200	5589613	100	12.776508054997294
1	5589635	5600143	100	15.824277271579597
1	5600183	5607287	100	18.987112901818122
1	5607305	5620377	100	21.598724692262692
1	5620433	5626592	100	21.02870875391244
1	5626684	5631549	100	14.628192266909938
1	5631589	5637024	100	16.766073489685148
